iso3_country,location,sector,year,total_emission
BRA,Minas Gerais,manufacturing,2023,3567.0229776665
BRA,Minas Gerais,power,2023,0.0
BRA,Minas Gerais,transportation,2023,1465.373962831004
BRA,Minas Gerais,waste,2023,245555.187930178
BRA,Minas Gerais,agriculture,2024,1706697.4294052743
BRA,Minas Gerais,buildings-fuel-use,2024,15354.83532348401
BRA,Minas Gerais,fossil-fuel-operations,2024,4224.222416231865
BRA,Minas Gerais,land-use-change,2024,96167.6615671752
BRA,Minas Gerais,manufacturing,2024,3567.022977179885
BRA,Minas Gerais,power,2024,0.0
BRA,Minas Gerais,transportation,2024,1485.354575574925
BRA,Minas Gerais,waste,2024,244726.21749677535
BRA,Minas Gerais,agriculture,2025,1708647.121373247
BRA,Minas Gerais,buildings-fuel-use,2025,15459.923579254031
BRA,Minas Gerais,fossil-fuel-operations,2025,4222.602728318338
BRA,Minas Gerais,land-use-change,2025,95112.35434851317
BRA,Minas Gerais,manufacturing,2025,3567.022977214872
BRA,Minas Gerais,power,2025,0.0
BRA,Minas Gerais,transportation,2025,1519.93070072885
BRA,Minas Gerais,waste,2025,244060.03325403004
BRA,Minas Gerais,agriculture,2026,707650.6641334412
BRA,Minas Gerais,buildings-fuel-use,2026,6073.497166587069
BRA,Minas Gerais,fossil-fuel-operations,2026,1757.6506129461484
BRA,Minas Gerais,land-use-change,2026,35049.66346547009
BRA,Minas Gerais,manufacturing,2026,1483.3575481514968
BRA,Minas Gerais,power,2026,0.0
BRA,Minas Gerais,transportation,2026,635.2347045031611
BRA,Minas Gerais,waste,2026,101859.58451423436
BRA,Pernambuco,agriculture,2021,174403.4529425205
BRA,Pernambuco,buildings-fuel-use,2021,6752.037831342175
BRA,Pernambuco,fossil-fuel-operations,2021,998.8114340421783
BRA,Pernambuco,land-use-change,2021,21530.894545102987
BRA,Pernambuco,manufacturing,2021,1139.0331165726045
BRA,Pernambuco,power,2021,0.0
BRA,Pernambuco,transportation,2021,489.12019945012463
BRA,Pernambuco,waste,2021,139094.9866758048
BRA,Pernambuco,agriculture,2022,156419.50098604016
BRA,Pernambuco,buildings-fuel-use,2022,6704.905864881864
BRA,Pernambuco,fossil-fuel-operations,2022,1487.8013276328493
BRA,Pernambuco,land-use-change,2022,17878.592717568063
BRA,Pernambuco,manufacturing,2022,1223.526820513387
BRA,Pernambuco,power,2022,0.0
BRA,Pernambuco,transportation,2022,511.47718291488
BRA,Pernambuco,waste,2022,139718.7493093652
BRA,Pernambuco,agriculture,2023,159401.4751078823
BRA,Pernambuco,buildings-fuel-use,2023,6712.818035060036
BRA,Pernambuco,fossil-fuel-operations,2023,720.5549118843757
BRA,Pernambuco,land-use-change,2023,21612.68907733801
BRA,Pernambuco,manufacturing,2023,1145.347736666207
BRA,Pernambuco,power,2023,0.0
BRA,Pernambuco,transportation,2023,526.2865152187898
BRA,Pernambuco,waste,2023,140135.98644389372
BRA,Pernambuco,agriculture,2024,158993.58059655878
BRA,Pernambuco,buildings-fuel-use,2024,6778.61536214575
BRA,Pernambuco,fossil-fuel-operations,2024,1379.343845903564
BRA,Pernambuco,land-use-change,2024,20785.649340414835
BRA,Pernambuco,manufacturing,2024,1145.3477364868984
BRA,Pernambuco,power,2024,0.0
BRA,Pernambuco,transportation,2024,531.4214872065988
BRA,Pernambuco,waste,2024,139880.915403214
BRA,Pernambuco,agriculture,2025,159416.18359038193
BRA,Pernambuco,buildings-fuel-use,2025,6833.078648321174
BRA,Pernambuco,fossil-fuel-operations,2025,1398.1271251025294
BRA,Pernambuco,land-use-change,2025,21694.460355730323
BRA,Pernambuco,manufacturing,2025,1145.3477364982737
BRA,Pernambuco,power,2025,0.0
BRA,Pernambuco,transportation,2025,528.0812409668704
BRA,Pernambuco,waste,2025,139547.5615851088
BRA,Pernambuco,agriculture,2026,66364.97586116263
BRA,Pernambuco,buildings-fuel-use,2026,2853.620868703246
BRA,Pernambuco,fossil-fuel-operations,2026,573.8749525964733
BRA,Pernambuco,land-use-change,2026,8778.812242584389
BRA,Pernambuco,manufacturing,2026,476.2825912539533
BRA,Pernambuco,power,2026,0.0
BRA,Pernambuco,transportation,2026,219.3627172174191
BRA,Pernambuco,waste,2026,58133.45192925258
BRA,Piauí,agriculture,2021,258505.78263128575
BRA,Piauí,buildings-fuel-use,2021,2849.2581737292385
BRA,Piauí,fossil-fuel-operations,2021,397.1834049074096
BRA,Piauí,land-use-change,2021,6444.991746388174
BRA,Piauí,manufacturing,2021,475.07387767854846
BRA,Piauí,power,2021,0.0
BRA,Piauí,transportation,2021,237.6739375960667
BRA,Piauí,waste,2021,38556.839694242015
BRA,Piauí,agriculture,2022,247303.0395342093
BRA,Piauí,buildings-fuel-use,2022,2823.02911247578
BRA,Piauí,fossil-fuel-operations,2022,600.0135133943256
BRA,Piauí,land-use-change,2022,7010.780846583129
BRA,Piauí,manufacturing,2022,510.274061594453
BRA,Piauí,power,2022,0.0
BRA,Piauí,transportation,2022,243.9176047639949
BRA,Piauí,waste,2022,39074.37517886367
BRA,Piauí,agriculture,2023,253916.35381989385
BRA,Piauí,buildings-fuel-use,2023,2808.8026881480605
BRA,Piauí,fossil-fuel-operations,2023,277.26596722036385
BRA,Piauí,land-use-change,2023,5614.968045559017
BRA,Piauí,manufacturing,2023,477.6712600314092
BRA,Piauí,power,2023,0.0
BRA,Piauí,transportation,2023,251.4474874475397
BRA,Piauí,waste,2023,39501.52317776968
BRA,Piauí,agriculture,2024,253365.31432811523
BRA,Piauí,buildings-fuel-use,2024,2831.090896577018
BRA,Piauí,fossil-fuel-operations,2024,551.8761869881002
BRA,Piauí,land-use-change,2024,6557.078664426812
BRA,Piauí,manufacturing,2024,477.67125995526834
BRA,Piauí,power,2024,0.0
BRA,Piauí,transportation,2024,258.364465924344
BRA,Piauí,waste,2024,39715.98884038173
BRA,Piauí,agriculture,2025,253536.4610579499
BRA,Piauí,buildings-fuel-use,2025,2848.7056996796705
BRA,Piauí,fossil-fuel-operations,2025,551.8761869876124
BRA,Piauí,land-use-change,2025,6342.02345647814
BRA,Piauí,manufacturing,2025,477.6712599600098
BRA,Piauí,power,2025,0.0
BRA,Piauí,transportation,2025,269.7731841231028
BRA,Piauí,waste,2025,39891.608772711006
BRA,Piauí,agriculture,2026,105197.37942151734
BRA,Piauí,buildings-fuel-use,2026,1188.658227890725
BRA,Piauí,fossil-fuel-operations,2026,229.81611058583007
BRA,Piauí,land-use-change,2026,1559.7034912432537
BRA,Piauí,manufacturing,2026,198.6355627612436
BRA,Piauí,power,2026,0.0
BRA,Piauí,transportation,2026,113.01464127167604
BRA,Piauí,waste,2026,16672.28445150582
BRA,Rio Grande do Sul,agriculture,2021,1379651.1221137117
BRA,Rio Grande do Sul,buildings-fuel-use,2021,8202.76062787756
BRA,Rio Grande do Sul,fossil-fuel-operations,2021,20139.17800010625
BRA,Rio Grande do Sul,land-use-change,2021,4900.336367761232
BRA,Rio Grande do Sul,manufacturing,2021,4774.736075158995
BRA,Rio Grande do Sul,power,2021,0.0
BRA,Rio Grande do Sul,transportation,2021,799.3001755314328
BRA,Rio Grande do Sul,waste,2021,135821.0485275351
BRA,Rio Grande do Sul,agriculture,2022,1599367.7244290551
BRA,Rio Grande do Sul,buildings-fuel-use,2022,8161.870722648041
BRA,Rio Grande do Sul,fossil-fuel-operations,2022,21083.029177597946
BRA,Rio Grande do Sul,land-use-change,2022,5289.782933139582
BRA,Rio Grande do Sul,manufacturing,2022,4816.296788268167
BRA,Rio Grande do Sul,power,2022,0.0
BRA,Rio Grande do Sul,transportation,2022,822.7590557715152
BRA,Rio Grande do Sul,waste,2022,136560.04105423746
BRA,Rio Grande do Sul,agriculture,2023,1380921.5425047737
BRA,Rio Grande do Sul,buildings-fuel-use,2023,7986.44007776848
BRA,Rio Grande do Sul,fossil-fuel-operations,2023,19369.14424730998
BRA,Rio Grande do Sul,land-use-change,2023,5637.695227768071
BRA,Rio Grande do Sul,manufacturing,2023,4827.060979373825
BRA,Rio Grande do Sul,power,2023,0.0
BRA,Rio Grande do Sul,transportation,2023,836.383921640989
BRA,Rio Grande do Sul,waste,2023,137015.46598762574
BRA,Rio Grande do Sul,agriculture,2024,1371508.605448215
BRA,Rio Grande do Sul,buildings-fuel-use,2024,8057.760295018618
BRA,Rio Grande do Sul,fossil-fuel-operations,2024,20722.367772776284
BRA,Rio Grande do Sul,land-use-change,2024,5983.748040745627
BRA,Rio Grande do Sul,manufacturing,2024,5113.484418103137
BRA,Rio Grande do Sul,power,2024,0.0
BRA,Rio Grande do Sul,transportation,2024,846.4011801948624
BRA,Rio Grande do Sul,waste,2024,136538.5802213535
BRA,Rio Grande do Sul,agriculture,2025,1371569.752184583
BRA,Rio Grande do Sul,buildings-fuel-use,2025,8105.923543808243
BRA,Rio Grande do Sul,fossil-fuel-operations,2025,20721.308627603943
BRA,Rio Grande do Sul,land-use-change,2025,5522.1587235556335
BRA,Rio Grande do Sul,manufacturing,2025,5060.128637326508
BRA,Rio Grande do Sul,power,2025,0.0
BRA,Rio Grande do Sul,transportation,2025,853.6477492024864
BRA,Rio Grande do Sul,waste,2025,135975.36024837472
BRA,Rio Grande do Sul,agriculture,2026,513013.1614879078
BRA,Rio Grande do Sul,buildings-fuel-use,2026,2874.9185445257185
BRA,Rio Grande do Sul,fossil-fuel-operations,2026,8632.709421659705
BRA,Rio Grande do Sul,land-use-change,2026,2641.4372041151687
BRA,Rio Grande do Sul,manufacturing,2026,2141.2044897238006
BRA,Rio Grande do Sul,power,2026,0.0
BRA,Rio Grande do Sul,transportation,2026,353.3407716471075
BRA,Rio Grande do Sul,waste,2026,56747.6007645308
BRA,Rio de Janeiro,agriculture,2021,125460.05712588824
BRA,Rio de Janeiro,buildings-fuel-use,2021,9520.76450402193
BRA,Rio de Janeiro,fossil-fuel-operations,2021,2165.093547917367
BRA,Rio de Janeiro,land-use-change,2021,1525.9408602940118
BRA,Rio de Janeiro,manufacturing,2021,4499.728205007544
BRA,Rio de Janeiro,power,2021,0.0
BRA,Rio de Janeiro,transportation,2021,1162.8846881618797
BRA,Rio de Janeiro,waste,2021,298765.0897394805
BRA,Rio de Janeiro,agriculture,2022,104436.52314139796
BRA,Rio de Janeiro,buildings-fuel-use,2022,9442.517117379111
BRA,Rio de Janeiro,fossil-fuel-operations,2022,3219.279116333635
BRA,Rio de Janeiro,land-use-change,2022,1471.6559503837343
