iso3_country,location,year,month,sector,sub_sector,total_emission
BRA,Sergipe,2021,10,Manufacturing & Industry,glass,0.0
BRA,Sergipe,2021,10,Manufacturing & Industry,iron-and-steel,0.0
BRA,Sergipe,2021,10,Manufacturing & Industry,lime,0.0
BRA,Sergipe,2021,10,Manufacturing & Industry,other-chemicals,2.3343916544647896
BRA,Sergipe,2021,10,Manufacturing & Industry,other-manufacturing,5.351909824744198
BRA,Sergipe,2021,10,Manufacturing & Industry,other-metals,8.678831983323581
BRA,Sergipe,2021,10,Manufacturing & Industry,petrochemical-steam-cracking,4.663860197950488e-15
BRA,Sergipe,2021,10,Manufacturing & Industry,pulp-and-paper,0.0
BRA,Sergipe,2021,10,Manufacturing & Industry,textiles-leather-apparel,0.1645423713545785
BRA,Sergipe,2021,10,Manufacturing & Industry,wood-and-wood-products,0.0
BRA,Sergipe,2021,10,Power & Heat,electricity-generation,0.0
BRA,Sergipe,2021,10,Power & Heat,heat-plants,0.0
BRA,Sergipe,2021,10,Power & Heat,water-reservoirs,148.4009167
BRA,Sergipe,2021,10,Transportation,domestic-aviation,0.0274351177511083
BRA,Sergipe,2021,10,Transportation,domestic-shipping,0.0332770641180003
BRA,Sergipe,2021,10,Transportation,international-aviation,9.755598632136712e-18
BRA,Sergipe,2021,10,Transportation,international-shipping,0.0289993998012505
BRA,Sergipe,2021,10,Transportation,non-broadcasting-vessels,0.0
BRA,Sergipe,2021,10,Transportation,other-transport,0.0469929422553482
BRA,Sergipe,2021,10,Transportation,railways,0.1910571066572271
BRA,Sergipe,2021,10,Transportation,road-transportation,9.154185114996968
BRA,Sergipe,2021,10,Waste,biological-treatment-of-solid-waste-and-biogenic,1.1074740205343585
BRA,Sergipe,2021,10,Waste,domestic-wastewater-treatment-and-discharge,366.7649724528267
BRA,Sergipe,2021,10,Waste,incineration-and-open-burning-of-waste,11.890662324446838
BRA,Sergipe,2021,10,Waste,industrial-wastewater-treatment-and-discharge,208.69667074307333
BRA,Sergipe,2021,10,Waste,solid-waste-disposal,2032.954754699082
BRA,Sergipe,2021,11,Agriculture,crop-residues,0.0
BRA,Sergipe,2021,11,Agriculture,cropland-fires,5.03513
BRA,Sergipe,2021,11,Agriculture,enteric-fermentation-cattle-operation,771.9214595035598
BRA,Sergipe,2021,11,Agriculture,enteric-fermentation-cattle-pasture,4374.444472501562
BRA,Sergipe,2021,11,Agriculture,enteric-fermentation-other,86.83358027382644
BRA,Sergipe,2021,11,Agriculture,manure-applied-to-soils,0.0
BRA,Sergipe,2021,11,Agriculture,manure-left-on-pasture-cattle,81.35068583355762
BRA,Sergipe,2021,11,Agriculture,manure-management-cattle-operation,0.3095194948999999
BRA,Sergipe,2021,11,Agriculture,manure-management-other,19.13294291449764
BRA,Sergipe,2021,11,Agriculture,other-agricultural-soil-emissions,0.0
BRA,Sergipe,2021,11,Agriculture,rice-cultivation,766.2507761759001
BRA,Sergipe,2021,11,Agriculture,synthetic-fertilizer-application,0.0
BRA,Sergipe,2021,11,Buildings (Onsite Fuel Use),non-residential-onsite-fuel-usage,9.718878657887858
BRA,Sergipe,2021,11,Buildings (Onsite Fuel Use),other-onsite-fuel-usage,0.0
BRA,Sergipe,2021,11,Buildings (Onsite Fuel Use),residential-onsite-fuel-usage,128.80930415249466
BRA,Sergipe,2021,11,Forestry & Land Use,forest-land-clearing,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,forest-land-degradation,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,forest-land-fires,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,net-forest-land,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,net-shrubgrass,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,net-wetland,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,removals,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,shrubgrass-fires,0.0
BRA,Sergipe,2021,11,Forestry & Land Use,wetland-fires,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,bauxite-mining,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,coal-mining,2.469571985460656e-14
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,copper-mining,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,iron-mining,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,oil-and-gas-production,676.1602678175287
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,oil-and-gas-refining,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,oil-and-gas-transport,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,other-energy-use,5.300523637027302
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,other-fossil-fuel-operations,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,other-mining-quarrying,1.5505731243484473
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,other-solid-fuels,31.288708994067164
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,rock-quarrying,0.0
BRA,Sergipe,2021,11,Fossil Fuel Extraction & Mining,sand-quarrying,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,aluminum,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,cement,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,chemicals,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,fluorinated-gases,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,food-beverage-tobacco,23.035539214128654
BRA,Sergipe,2021,11,Manufacturing & Industry,glass,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,iron-and-steel,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,lime,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,other-chemicals,2.329369847724493
BRA,Sergipe,2021,11,Manufacturing & Industry,other-manufacturing,5.272513227793513
BRA,Sergipe,2021,11,Manufacturing & Industry,other-metals,8.648616689248017
BRA,Sergipe,2021,11,Manufacturing & Industry,petrochemical-steam-cracking,4.66386019795048e-15
BRA,Sergipe,2021,11,Manufacturing & Industry,pulp-and-paper,0.0
BRA,Sergipe,2021,11,Manufacturing & Industry,textiles-leather-apparel,0.1619678881696207
BRA,Sergipe,2021,11,Manufacturing & Industry,wood-and-wood-products,0.0
BRA,Sergipe,2021,11,Power & Heat,electricity-generation,0.0
BRA,Sergipe,2021,11,Power & Heat,heat-plants,0.0
BRA,Sergipe,2021,11,Power & Heat,water-reservoirs,148.4009167
BRA,Sergipe,2021,11,Transportation,domestic-aviation,0.0286720705502438
BRA,Sergipe,2021,11,Transportation,domestic-shipping,0.0347820041633682
BRA,Sergipe,2021,11,Transportation,international-aviation,6.52048845197329e-18
BRA,Sergipe,2021,11,Transportation,international-shipping,0.0151666956953704
BRA,Sergipe,2021,11,Transportation,non-broadcasting-vessels,0.0
BRA,Sergipe,2021,11,Transportation,other-transport,0.0464484826553682
BRA,Sergipe,2021,11,Transportation,railways,0.1884553452841657
BRA,Sergipe,2021,11,Transportation,road-transportation,8.881823225151631
BRA,Sergipe,2021,11,Waste,biological-treatment-of-solid-waste-and-biogenic,1.1074740205343587
BRA,Sergipe,2021,11,Waste,domestic-wastewater-treatment-and-discharge,356.85557479829424
BRA,Sergipe,2021,11,Waste,incineration-and-open-burning-of-waste,11.890662324446811
BRA,Sergipe,2021,11,Waste,industrial-wastewater-treatment-and-discharge,201.96452007394137
BRA,Sergipe,2021,11,Waste,solid-waste-disposal,2041.356117918653
BRA,Sergipe,2021,12,Agriculture,crop-residues,0.0
BRA,Sergipe,2021,12,Agriculture,cropland-fires,24.00931841198368
BRA,Sergipe,2021,12,Agriculture,enteric-fermentation-cattle-operation,771.9214595035976
BRA,Sergipe,2021,12,Agriculture,enteric-fermentation-cattle-pasture,4374.44447250156
BRA,Sergipe,2021,12,Agriculture,enteric-fermentation-other,86.83358027382657
BRA,Sergipe,2021,12,Agriculture,manure-applied-to-soils,0.0
BRA,Sergipe,2021,12,Agriculture,manure-left-on-pasture-cattle,81.35068583355759
BRA,Sergipe,2021,12,Agriculture,manure-management-cattle-operation,0.3095194949000001
BRA,Sergipe,2021,12,Agriculture,manure-management-other,19.13294291449763
BRA,Sergipe,2021,12,Agriculture,other-agricultural-soil-emissions,0.0
BRA,Sergipe,2021,12,Agriculture,rice-cultivation,645.5521672141142
BRA,Sergipe,2021,12,Agriculture,synthetic-fertilizer-application,0.0
BRA,Sergipe,2021,12,Buildings (Onsite Fuel Use),non-residential-onsite-fuel-usage,10.043491202745098
BRA,Sergipe,2021,12,Buildings (Onsite Fuel Use),other-onsite-fuel-usage,0.0
BRA,Sergipe,2021,12,Buildings (Onsite Fuel Use),residential-onsite-fuel-usage,133.1029368349803
BRA,Sergipe,2021,12,Forestry & Land Use,forest-land-clearing,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,forest-land-degradation,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,forest-land-fires,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,net-forest-land,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,net-shrubgrass,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,net-wetland,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,removals,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,shrubgrass-fires,0.0
BRA,Sergipe,2021,12,Forestry & Land Use,wetland-fires,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,bauxite-mining,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,coal-mining,2.4695719854606563e-14
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,copper-mining,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,iron-mining,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,oil-and-gas-production,692.0699211779413
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,oil-and-gas-refining,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,oil-and-gas-transport,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,other-energy-use,4.815576990027693
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,other-fossil-fuel-operations,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,other-mining-quarrying,1.5621227398639363
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,other-solid-fuels,31.26792577707401
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,rock-quarrying,0.0
BRA,Sergipe,2021,12,Fossil Fuel Extraction & Mining,sand-quarrying,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,aluminum,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,cement,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,chemicals,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,fluorinated-gases,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,food-beverage-tobacco,23.12194337920157
BRA,Sergipe,2021,12,Manufacturing & Industry,glass,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,iron-and-steel,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,lime,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,other-chemicals,2.3347614284804323
BRA,Sergipe,2021,12,Manufacturing & Industry,other-manufacturing,5.283392104760943
BRA,Sergipe,2021,12,Manufacturing & Industry,other-metals,8.681056846047646
BRA,Sergipe,2021,12,Manufacturing & Industry,petrochemical-steam-cracking,4.663860197950487e-15
BRA,Sergipe,2021,12,Manufacturing & Industry,pulp-and-paper,0.0
BRA,Sergipe,2021,12,Manufacturing & Industry,textiles-leather-apparel,0.1618506408527072
BRA,Sergipe,2021,12,Manufacturing & Industry,wood-and-wood-products,0.0
BRA,Sergipe,2021,12,Power & Heat,electricity-generation,0.0
BRA,Sergipe,2021,12,Power & Heat,heat-plants,0.0
BRA,Sergipe,2021,12,Power & Heat,water-reservoirs,148.40091671093438
BRA,Sergipe,2021,12,Transportation,domestic-aviation,0.0358244398713722
BRA,Sergipe,2021,12,Transportation,domestic-shipping,0.0298449429188942
BRA,Sergipe,2021,12,Transportation,international-aviation,6.528929615351152e-18
BRA,Sergipe,2021,12,Transportation,international-shipping,0.0167259234003722
BRA,Sergipe,2021,12,Transportation,non-broadcasting-vessels,0.0
BRA,Sergipe,2021,12,Transportation,other-transport,0.0446791859926225
BRA,Sergipe,2021,12,Transportation,railways,0.1807847690769037
BRA,Sergipe,2021,12,Transportation,road-transportation,9.201582883649689
BRA,Sergipe,2021,12,Waste,biological-treatment-of-solid-waste-and-biogenic,1.1074740205343578
BRA,Sergipe,2021,12,Waste,domestic-wastewater-treatment-and-discharge,369.406360503555
BRA,Sergipe,2021,12,Waste,incineration-and-open-burning-of-waste,11.89066232444684
BRA,Sergipe,2021,12,Waste,industrial-wastewater-treatment-and-discharge,208.69667074307372
BRA,Sergipe,2021,12,Waste,solid-waste-disposal,2033.6245039170385
BRA,Sergipe,2022,1,Agriculture,crop-residues,0.0
BRA,Sergipe,2022,1,Agriculture,cropland-fires,15.516031721512698
BRA,Sergipe,2022,1,Agriculture,enteric-fermentation-cattle-operation,727.78377466774
BRA,Sergipe,2022,1,Agriculture,enteric-fermentation-cattle-pasture,4577.279154999996
BRA,Sergipe,2022,1,Agriculture,enteric-fermentation-other,89.44575891541446
BRA,Sergipe,2022,1,Agriculture,manure-applied-to-soils,0.0
BRA,Sergipe,2022,1,Agriculture,manure-left-on-pasture-cattle,85.12276333445479
BRA,Sergipe,2022,1,Agriculture,manure-management-cattle-operation,0.3002929941
BRA,Sergipe,2022,1,Agriculture,manure-management-other,19.761041874946187
BRA,Sergipe,2022,1,Agriculture,other-agricultural-soil-emissions,0.0
BRA,Sergipe,2022,1,Agriculture,rice-cultivation,0.0006360675084917
BRA,Sergipe,2022,1,Agriculture,synthetic-fertilizer-application,0.0
BRA,Sergipe,2022,1,Buildings (Onsite Fuel Use),non-residential-onsite-fuel-usage,10.084366714561805
BRA,Sergipe,2022,1,Buildings (Onsite Fuel Use),other-onsite-fuel-usage,0.0
BRA,Sergipe,2022,1,Buildings (Onsite Fuel Use),residential-onsite-fuel-usage,132.99569232262388
BRA,Sergipe,2022,1,Forestry & Land Use,forest-land-clearing,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,forest-land-degradation,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,forest-land-fires,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,net-forest-land,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,net-shrubgrass,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,net-wetland,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,removals,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,shrubgrass-fires,0.0
BRA,Sergipe,2022,1,Forestry & Land Use,wetland-fires,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,bauxite-mining,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,coal-mining,1.2344818770338015e-14
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,copper-mining,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,iron-mining,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,oil-and-gas-production,343.99434148949734
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,oil-and-gas-refining,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,oil-and-gas-transport,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,other-energy-use,2.946491439702261
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,other-fossil-fuel-operations,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,other-mining-quarrying,1.5103068365162855
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,other-solid-fuels,48.29104139749882
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,rock-quarrying,0.0
BRA,Sergipe,2022,1,Fossil Fuel Extraction & Mining,sand-quarrying,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,aluminum,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,cement,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,chemicals,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,fluorinated-gases,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,food-beverage-tobacco,23.37242574053215
BRA,Sergipe,2022,1,Manufacturing & Industry,glass,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,iron-and-steel,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,lime,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,other-chemicals,2.939790281885324
BRA,Sergipe,2022,1,Manufacturing & Industry,other-manufacturing,7.31907592320057
BRA,Sergipe,2022,1,Manufacturing & Industry,other-metals,7.925692562197457
BRA,Sergipe,2022,1,Manufacturing & Industry,petrochemical-steam-cracking,3.1092401319669856e-15
BRA,Sergipe,2022,1,Manufacturing & Industry,pulp-and-paper,0.0
BRA,Sergipe,2022,1,Manufacturing & Industry,textiles-leather-apparel,0.1500249885513752
BRA,Sergipe,2022,1,Manufacturing & Industry,wood-and-wood-products,0.0
BRA,Sergipe,2022,1,Power & Heat,electricity-generation,0.0
BRA,Sergipe,2022,1,Power & Heat,heat-plants,0.0
BRA,Sergipe,2022,1,Power & Heat,water-reservoirs,80.03671584
BRA,Sergipe,2022,1,Transportation,domestic-aviation,0.0373608977477127
BRA,Sergipe,2022,1,Transportation,domestic-shipping,0.0354768513553232
BRA,Sergipe,2022,1,Transportation,international-aviation,1.309054064145359e-17
BRA,Sergipe,2022,1,Transportation,international-shipping,0.0100913718342781
BRA,Sergipe,2022,1,Transportation,non-broadcasting-vessels,0.0
BRA,Sergipe,2022,1,Transportation,other-transport,0.0392979525448863
BRA,Sergipe,2022,1,Transportation,railways,0.1797578204776542
BRA,Sergipe,2022,1,Transportation,road-transportation,9.225670274276476
BRA,Sergipe,2022,1,Waste,biological-treatment-of-solid-waste-and-biogenic,1.117501581840231
BRA,Sergipe,2022,1,Waste,domestic-wastewater-treatment-and-discharge,370.66087897797695
BRA,Sergipe,2022,1,Waste,incineration-and-open-burning-of-waste,11.998325652695495
BRA,Sergipe,2022,1,Waste,industrial-wastewater-treatment-and-discharge,216.73873436331937
BRA,Sergipe,2022,1,Waste,solid-waste-disposal,2051.9411828040143
BRA,Sergipe,2022,2,Agriculture,crop-residues,0.0
BRA,Sergipe,2022,2,Agriculture,cropland-fires,4.284119461401156
BRA,Sergipe,2022,2,Agriculture,enteric-fermentation-cattle-operation,727.7837746676956
BRA,Sergipe,2022,2,Agriculture,enteric-fermentation-cattle-pasture,4577.2791549999965
BRA,Sergipe,2022,2,Agriculture,enteric-fermentation-other,89.44575891541442
BRA,Sergipe,2022,2,Agriculture,manure-applied-to-soils,0.0
BRA,Sergipe,2022,2,Agriculture,manure-left-on-pasture-cattle,85.1227633344548
BRA,Sergipe,2022,2,Agriculture,manure-management-cattle-operation,0.3002929941
BRA,Sergipe,2022,2,Agriculture,manure-management-other,19.76104187494618
BRA,Sergipe,2022,2,Agriculture,other-agricultural-soil-emissions,0.0
BRA,Sergipe,2022,2,Agriculture,rice-cultivation,0.0006189543693489
BRA,Sergipe,2022,2,Agriculture,synthetic-fertilizer-application,0.0
BRA,Sergipe,2022,2,Buildings (Onsite Fuel Use),non-residential-onsite-fuel-usage,9.107550409320469
BRA,Sergipe,2022,2,Buildings (Onsite Fuel Use),other-onsite-fuel-usage,0.0
BRA,Sergipe,2022,2,Buildings (Onsite Fuel Use),residential-onsite-fuel-usage,120.1250865087317
BRA,Sergipe,2022,2,Forestry & Land Use,forest-land-clearing,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,forest-land-degradation,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,forest-land-fires,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,net-forest-land,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,net-shrubgrass,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,net-wetland,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,removals,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,shrubgrass-fires,0.0
BRA,Sergipe,2022,2,Forestry & Land Use,wetland-fires,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,bauxite-mining,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,coal-mining,1.234481877033804e-14
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,copper-mining,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,iron-mining,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,oil-and-gas-production,339.79928854450367
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,oil-and-gas-refining,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,oil-and-gas-transport,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,other-energy-use,2.565781331486157
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,other-fossil-fuel-operations,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,other-mining-quarrying,1.4734389643687271
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,other-solid-fuels,47.38252862938798
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,rock-quarrying,0.0
BRA,Sergipe,2022,2,Fossil Fuel Extraction & Mining,sand-quarrying,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,aluminum,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,cement,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,chemicals,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,fluorinated-gases,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,food-beverage-tobacco,23.0895149929892
BRA,Sergipe,2022,2,Manufacturing & Industry,glass,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,iron-and-steel,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,lime,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,other-chemicals,2.917961515918849
BRA,Sergipe,2022,2,Manufacturing & Industry,other-manufacturing,7.24929471534493
BRA,Sergipe,2022,2,Manufacturing & Industry,other-metals,7.829756281023256
BRA,Sergipe,2022,2,Manufacturing & Industry,petrochemical-steam-cracking,3.1092401319669864e-15
BRA,Sergipe,2022,2,Manufacturing & Industry,pulp-and-paper,0.0
BRA,Sergipe,2022,2,Manufacturing & Industry,textiles-leather-apparel,0.1498138484299457
BRA,Sergipe,2022,2,Manufacturing & Industry,wood-and-wood-products,0.0
BRA,Sergipe,2022,2,Power & Heat,electricity-generation,0.0
BRA,Sergipe,2022,2,Power & Heat,heat-plants,0.0
BRA,Sergipe,2022,2,Power & Heat,water-reservoirs,80.03671584636633
BRA,Sergipe,2022,2,Transportation,domestic-aviation,0.0267637522224539
BRA,Sergipe,2022,2,Transportation,domestic-shipping,0.0373687481312861
BRA,Sergipe,2022,2,Transportation,international-aviation,1.3035316615805983e-17
BRA,Sergipe,2022,2,Transportation,international-shipping,0.0044570586232115
BRA,Sergipe,2022,2,Transportation,non-broadcasting-vessels,0.0
BRA,Sergipe,2022,2,Transportation,other-transport,0.0398459105600276
BRA,Sergipe,2022,2,Transportation,railways,0.1825581402939528
BRA,Sergipe,2022,2,Transportation,road-transportation,8.353567099614658
BRA,Sergipe,2022,2,Waste,biological-treatment-of-solid-waste-and-biogenic,1.1175015818402303
BRA,Sergipe,2022,2,Waste,domestic-wastewater-treatment-and-discharge,335.26428355439407
BRA,Sergipe,2022,2,Waste,incineration-and-open-burning-of-waste,11.998325652695508
BRA,Sergipe,2022,2,Waste,industrial-wastewater-treatment-and-discharge,195.7640181346106
BRA,Sergipe,2022,2,Waste,solid-waste-disposal,2074.0033094060354
BRA,Sergipe,2022,3,Agriculture,crop-residues,0.0
BRA,Sergipe,2022,3,Agriculture,cropland-fires,3.2293463293415905
BRA,Sergipe,2022,3,Agriculture,enteric-fermentation-cattle-operation,727.783774667712
BRA,Sergipe,2022,3,Agriculture,enteric-fermentation-cattle-pasture,4577.279154999997
BRA,Sergipe,2022,3,Agriculture,enteric-fermentation-other,89.44575891541454
BRA,Sergipe,2022,3,Agriculture,manure-applied-to-soils,0.0
BRA,Sergipe,2022,3,Agriculture,manure-left-on-pasture-cattle,85.12276333445477
BRA,Sergipe,2022,3,Agriculture,manure-management-cattle-operation,0.3002929941
BRA,Sergipe,2022,3,Agriculture,manure-management-other,19.76104187494624
BRA,Sergipe,2022,3,Agriculture,other-agricultural-soil-emissions,0.0
BRA,Sergipe,2022,3,Agriculture,rice-cultivation,0.0003303626052573
BRA,Sergipe,2022,3,Agriculture,synthetic-fertilizer-application,0.0
BRA,Sergipe,2022,3,Buildings (Onsite Fuel Use),non-residential-onsite-fuel-usage,10.084383519229728
BRA,Sergipe,2022,3,Buildings (Onsite Fuel Use),other-onsite-fuel-usage,0.0
BRA,Sergipe,2022,3,Buildings (Onsite Fuel Use),residential-onsite-fuel-usage,132.99571905849822
BRA,Sergipe,2022,3,Forestry & Land Use,forest-land-clearing,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,forest-land-degradation,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,forest-land-fires,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,net-forest-land,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,net-shrubgrass,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,net-wetland,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,removals,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,shrubgrass-fires,0.0
BRA,Sergipe,2022,3,Forestry & Land Use,wetland-fires,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,bauxite-mining,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,coal-mining,1.2344818770338004e-14
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,copper-mining,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,iron-mining,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,oil-and-gas-production,331.40918265451586
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,oil-and-gas-refining,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,oil-and-gas-transport,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,other-energy-use,2.610587238106792
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,other-fossil-fuel-operations,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,other-mining-quarrying,1.5340680264254645
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,other-solid-fuels,47.08917838733664
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,rock-quarrying,0.0
BRA,Sergipe,2022,3,Fossil Fuel Extraction & Mining,sand-quarrying,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,aluminum,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,cement,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,chemicals,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,fluorinated-gases,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,food-beverage-tobacco,23.554760537962565
BRA,Sergipe,2022,3,Manufacturing & Industry,glass,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,iron-and-steel,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,lime,0.0
BRA,Sergipe,2022,3,Manufacturing & Industry,other-chemicals,2.9538588305538465
BRA,Sergipe,2022,3,Manufacturing & Industry,other-manufacturing,7.462807620715375
