iso3_country,location,year,month,total_emission
IDN,Jawa Barat,2021,12,125826.69275484842
IDN,Jawa Barat,2022,1,140413.3037780025
IDN,Jawa Barat,2022,2,128865.329657871
IDN,Jawa Barat,2022,3,125267.04539970204
IDN,Jawa Barat,2022,4,127526.1241826863
IDN,Jawa Barat,2022,5,161290.604954262
IDN,Jawa Barat,2022,6,163751.56630589862
IDN,Jawa Barat,2022,7,160539.42919092195
IDN,Jawa Barat,2022,8,141309.97216107103
IDN,Jawa Barat,2022,9,122291.47091334737
IDN,Jawa Barat,2022,10,126347.3467466718
IDN,Jawa Barat,2022,11,132306.97670808458
IDN,Jawa Barat,2022,12,142051.7898207025
IDN,Jawa Barat,2023,1,154223.8198982103
IDN,Jawa Barat,2023,2,141439.9101949499
IDN,Jawa Barat,2023,3,137070.99741168047
IDN,Jawa Barat,2023,4,139583.085817158
IDN,Jawa Barat,2023,5,177927.78039413106
IDN,Jawa Barat,2023,6,180856.08875703832
IDN,Jawa Barat,2023,7,177185.73854959244
IDN,Jawa Barat,2023,8,155296.78272723744
IDN,Jawa Barat,2023,9,133725.32760154456
IDN,Jawa Barat,2023,10,138118.93714277967
IDN,Jawa Barat,2023,11,145085.8402911149
IDN,Jawa Barat,2023,12,156058.24780650216
IDN,Jawa Barat,2024,1,158627.84750899434
IDN,Jawa Barat,2024,2,160040.09827223007
IDN,Jawa Barat,2024,3,161658.93628656655
IDN,Jawa Barat,2024,4,159531.8222591715
IDN,Jawa Barat,2024,5,149038.93303895954
IDN,Jawa Barat,2024,6,150558.3733204279
IDN,Jawa Barat,2024,7,152970.10926512736
IDN,Jawa Barat,2024,8,152192.49344253383
IDN,Jawa Barat,2024,9,145774.1726793366
IDN,Jawa Barat,2024,10,143785.45663855615
IDN,Jawa Barat,2024,11,138342.65223329386
IDN,Jawa Barat,2024,12,146979.65960552535
IDN,Jawa Barat,2025,1,159165.64014549623
IDN,Jawa Barat,2025,2,159715.2050404893
IDN,Jawa Barat,2025,3,162158.35445579945
IDN,Jawa Barat,2025,4,159765.82673130254
IDN,Jawa Barat,2025,5,149542.34384640137
IDN,Jawa Barat,2025,6,150803.78247486748
IDN,Jawa Barat,2025,7,153455.99579593271
IDN,Jawa Barat,2025,8,152679.2649156223
IDN,Jawa Barat,2025,9,146253.73981451403
IDN,Jawa Barat,2025,10,144231.69306762228
IDN,Jawa Barat,2025,11,138836.05799875475
IDN,Jawa Barat,2025,12,147463.98791386664
IDN,Jawa Barat,2026,1,159386.5928373624
IDN,Jawa Barat,2026,2,159920.8515521703
IDN,Jawa Barat,2026,3,162363.74553721337
IDN,Jawa Barat,2026,4,159975.81166134315
IDN,Jawa Barat,2026,5,149591.1242425594
IDN,Palembang City,2021,1,3654.866093572347
IDN,Palembang City,2021,2,3520.664520014922
IDN,Palembang City,2021,3,3476.0155176494
IDN,Palembang City,2021,4,3518.1113853748984
IDN,Palembang City,2021,5,3558.144099871833
IDN,Palembang City,2021,6,3504.927832466883
IDN,Palembang City,2021,7,3501.2101045326453
IDN,Palembang City,2021,8,3417.34507098207
IDN,Palembang City,2021,9,3346.487302030628
IDN,Palembang City,2021,10,3492.174332526328
IDN,Palembang City,2021,11,3540.7112205264693
IDN,Palembang City,2021,12,3621.579507047581
IDN,Palembang City,2022,1,4448.628772392042
IDN,Palembang City,2022,2,4290.800056943951
IDN,Palembang City,2022,3,4227.198831935692
IDN,Palembang City,2022,4,4282.24968813624
IDN,Palembang City,2022,5,4314.285812309373
IDN,Palembang City,2022,6,4249.0520937324345
IDN,Palembang City,2022,7,4244.015263418727
IDN,Palembang City,2022,8,4117.614574981457
IDN,Palembang City,2022,9,4068.871689800867
IDN,Palembang City,2022,10,4248.407785058344
IDN,Palembang City,2022,11,4309.526799726319
IDN,Palembang City,2022,12,4405.0977259874335
IDN,Palembang City,2023,1,4927.252516739353
IDN,Palembang City,2023,2,4758.400097720867
IDN,Palembang City,2023,3,4686.29500552316
IDN,Palembang City,2023,4,4747.988051686298
IDN,Palembang City,2023,5,4755.061524459739
IDN,Palembang City,2023,6,4679.27290137993
IDN,Palembang City,2023,7,4675.944058675558
IDN,Palembang City,2023,8,4547.059639570557
IDN,Palembang City,2023,9,4508.916813131129
IDN,Palembang City,2023,10,4710.194496613353
IDN,Palembang City,2023,11,4775.688114874825
IDN,Palembang City,2023,12,4876.188280435206
IDN,Palembang City,2024,1,5247.834173530393
IDN,Palembang City,2024,2,5143.087282434779
IDN,Palembang City,2024,3,5065.759609426709
IDN,Palembang City,2024,4,5131.084410416044
IDN,Palembang City,2024,5,5156.9982535488525
IDN,Palembang City,2024,6,5065.393841836591
IDN,Palembang City,2024,7,5034.865225652846
IDN,Palembang City,2024,8,4956.31615574151
IDN,Palembang City,2024,9,4970.583308150869
IDN,Palembang City,2024,10,5035.5221617320085
IDN,Palembang City,2024,11,5088.152447051226
IDN,Palembang City,2024,12,5171.906012688032
IDN,Palembang City,2025,1,5250.928714920616
IDN,Palembang City,2025,2,5135.594083740379
IDN,Palembang City,2025,3,5068.474424986403
IDN,Palembang City,2025,4,5136.089724373696
IDN,Palembang City,2025,5,5160.129358722146
IDN,Palembang City,2025,6,5070.195932548524
IDN,Palembang City,2025,7,5037.752226053186
IDN,Palembang City,2025,8,4958.839113690905
IDN,Palembang City,2025,9,4973.100043210555
IDN,Palembang City,2025,10,5037.835080148244
IDN,Palembang City,2025,11,5090.413926076284
IDN,Palembang City,2025,12,5173.920944879619
IDN,Palembang City,2026,1,5253.11047524083
IDN,Palembang City,2026,2,5137.5523493163
IDN,Palembang City,2026,3,5070.808516429634
IDN,Palembang City,2026,4,5137.958426874353
IDN,Palembang City,2026,5,5160.905291394668
IDN,Palembang Urban Area,2021,1,4627.178259380945
IDN,Palembang Urban Area,2021,2,4444.123574957986
IDN,Palembang Urban Area,2021,3,4374.540926346498
IDN,Palembang Urban Area,2021,4,4432.76396178305
IDN,Palembang Urban Area,2021,5,4561.474795023748
IDN,Palembang Urban Area,2021,6,4506.128614006287
IDN,Palembang Urban Area,2021,7,4492.151899241613
IDN,Palembang Urban Area,2021,8,4355.514986713063
IDN,Palembang Urban Area,2021,9,4214.339868390113
IDN,Palembang Urban Area,2021,10,4396.618030841457
IDN,Palembang Urban Area,2021,11,4471.810331272528
IDN,Palembang Urban Area,2021,12,4590.9716356141225
IDN,Palembang Urban Area,2022,1,5644.462895415479
IDN,Palembang Urban Area,2022,2,5428.005255213295
IDN,Palembang Urban Area,2022,3,5332.367801638361
IDN,Palembang Urban Area,2022,4,5407.897398263431
IDN,Palembang Urban Area,2022,5,5543.703299690303
IDN,Palembang Urban Area,2022,6,5475.38642954571
IDN,Palembang Urban Area,2022,7,5457.8277912822405
IDN,Palembang Urban Area,2022,8,5249.242851652213
IDN,Palembang Urban Area,2022,9,5135.803369099804
IDN,Palembang Urban Area,2022,10,5360.912253909976
IDN,Palembang Urban Area,2022,11,5454.895394087137
IDN,Palembang Urban Area,2022,12,5596.565890622638
IDN,Palembang Urban Area,2023,1,6235.52954435152
IDN,Palembang Urban Area,2023,2,6008.272377149233
IDN,Palembang Urban Area,2023,3,5903.6211818194215
IDN,Palembang Urban Area,2023,4,5986.815352356631
IDN,Palembang Urban Area,2023,5,6076.168056830653
IDN,Palembang Urban Area,2023,6,5992.574345451597
IDN,Palembang Urban Area,2023,7,5978.774565123812
IDN,Palembang Urban Area,2023,8,5774.350218680568
IDN,Palembang Urban Area,2023,9,5682.958355139584
IDN,Palembang Urban Area,2023,10,5935.424833779535
IDN,Palembang Urban Area,2023,11,6032.437127550352
IDN,Palembang Urban Area,2023,12,6176.873872670629
IDN,Palembang Urban Area,2024,1,6589.747919463562
IDN,Palembang Urban Area,2024,2,6476.71965054132
IDN,Palembang Urban Area,2024,3,6380.151446645992
IDN,Palembang Urban Area,2024,4,6470.82332444336
IDN,Palembang Urban Area,2024,5,6592.436449310509
IDN,Palembang Urban Area,2024,6,6485.84356693362
IDN,Palembang Urban Area,2024,7,6420.628395033724
IDN,Palembang Urban Area,2024,8,6316.944415206375
IDN,Palembang Urban Area,2024,9,6333.575526260916
IDN,Palembang Urban Area,2024,10,6312.726373812909
IDN,Palembang Urban Area,2024,11,6380.278079807317
IDN,Palembang Urban Area,2024,12,6487.372812343151
IDN,Palembang Urban Area,2025,1,6593.515087568452
IDN,Palembang Urban Area,2025,2,6468.046446884283
IDN,Palembang Urban Area,2025,3,6383.534697174326
IDN,Palembang Urban Area,2025,4,6476.118899763396
IDN,Palembang Urban Area,2025,5,6596.2060299596615
IDN,Palembang Urban Area,2025,6,6490.924085884236
IDN,Palembang Urban Area,2025,7,6424.144896779555
IDN,Palembang Urban Area,2025,8,6320.065966541087
IDN,Palembang Urban Area,2025,9,6336.676680257319
IDN,Palembang Urban Area,2025,10,6315.620190489672
IDN,Palembang Urban Area,2025,11,6383.099992972209
IDN,Palembang Urban Area,2025,12,6489.964597424566
IDN,Palembang Urban Area,2026,1,6596.208415042835
IDN,Palembang Urban Area,2026,2,6470.456967815253
IDN,Palembang Urban Area,2026,3,6386.339147962077
IDN,Palembang Urban Area,2026,4,6478.451459787248
IDN,Palembang Urban Area,2026,5,6597.168076871347
IND,Delhi [New Delhi],2021,1,24050.817223453472
IND,Delhi [New Delhi],2021,2,20840.918928373
IND,Delhi [New Delhi],2021,3,21324.473696646804
IND,Delhi [New Delhi],2021,4,20859.083838942257
IND,Delhi [New Delhi],2021,5,21626.856225233605
IND,Delhi [New Delhi],2021,6,21849.40964651108
IND,Delhi [New Delhi],2021,7,23052.42915570688
IND,Delhi [New Delhi],2021,8,23252.65278390069
IND,Delhi [New Delhi],2021,9,22798.34168227008
IND,Delhi [New Delhi],2021,10,22638.643021496995
IND,Delhi [New Delhi],2021,11,22161.487461043253
IND,Delhi [New Delhi],2021,12,23686.425835570943
IND,Delhi [New Delhi],2022,1,25202.23168786474
IND,Delhi [New Delhi],2022,2,22112.358634498945
IND,Delhi [New Delhi],2022,3,22361.24473504619
IND,Delhi [New Delhi],2022,4,21756.485242292096
IND,Delhi [New Delhi],2022,5,22522.998390204964
IND,Delhi [New Delhi],2022,6,22895.18034473306
IND,Delhi [New Delhi],2022,7,24325.25006772529
IND,Delhi [New Delhi],2022,8,24623.18754524564
IND,Delhi [New Delhi],2022,9,24143.27368173146
IND,Delhi [New Delhi],2022,10,23923.63818358251
IND,Delhi [New Delhi],2022,11,23126.05317751369
IND,Delhi [New Delhi],2022,12,24724.36615042037
IND,Delhi [New Delhi],2023,1,26524.479666220454
IND,Delhi [New Delhi],2023,2,22614.012965160706
IND,Delhi [New Delhi],2023,3,23277.747267293264
IND,Delhi [New Delhi],2023,4,22778.977280278617
IND,Delhi [New Delhi],2023,5,23573.09205003516
IND,Delhi [New Delhi],2023,6,23900.543906644965
IND,Delhi [New Delhi],2023,7,25324.460813541213
IND,Delhi [New Delhi],2023,8,25591.005507887603
IND,Delhi [New Delhi],2023,9,25097.285460422776
IND,Delhi [New Delhi],2023,10,24903.91423323044
IND,Delhi [New Delhi],2023,11,23940.916310877798
IND,Delhi [New Delhi],2023,12,25551.279502566515
IND,Delhi [New Delhi],2024,1,27596.823609380077
IND,Delhi [New Delhi],2024,2,24099.44839403854
IND,Delhi [New Delhi],2024,3,24043.729114582024
IND,Delhi [New Delhi],2024,4,23329.303886723414
IND,Delhi [New Delhi],2024,5,24023.22705194742
IND,Delhi [New Delhi],2024,6,24445.88336625161
IND,Delhi [New Delhi],2024,7,25747.113444136063
IND,Delhi [New Delhi],2024,8,25987.66088600737
IND,Delhi [New Delhi],2024,9,25494.732095648065
IND,Delhi [New Delhi],2024,10,25246.502686937027
IND,Delhi [New Delhi],2024,11,24414.22449803676
IND,Delhi [New Delhi],2024,12,26231.533651469515
IND,Delhi [New Delhi],2025,1,26883.18653938282
IND,Delhi [New Delhi],2025,2,23453.943970688186
IND,Delhi [New Delhi],2025,3,24147.65304031135
IND,Delhi [New Delhi],2025,4,23486.30244926332
IND,Delhi [New Delhi],2025,5,24286.671343796515
IND,Delhi [New Delhi],2025,6,24598.71214823707
IND,Delhi [New Delhi],2025,7,26011.56893816124
IND,Delhi [New Delhi],2025,8,26250.587842204277
IND,Delhi [New Delhi],2025,9,25745.66847649665
IND,Delhi [New Delhi],2025,10,25565.49170726271
IND,Delhi [New Delhi],2025,11,25168.567616050317
IND,Delhi [New Delhi],2025,12,26530.98585908616
IND,Delhi [New Delhi],2026,1,27510.22274555834
IND,Delhi [New Delhi],2026,2,23574.925739297745
IND,Delhi [New Delhi],2026,3,24088.832289162183
IND,Delhi [New Delhi],2026,4,23576.36311819005
IND,Delhi [New Delhi],2026,5,24271.26950198359
IND,Punjab,2021,1,75521.10282429613
IND,Punjab,2021,2,73590.13352975491
IND,Punjab,2021,3,70896.76526642841
IND,Punjab,2021,4,63750.0071006515
IND,Punjab,2021,5,67420.06669850081
IND,Punjab,2021,6,74995.17243050896
IND,Punjab,2021,7,95448.98966526064
IND,Punjab,2021,8,106903.46941099247
IND,Punjab,2021,9,105894.88529013025
IND,Punjab,2021,10,108830.98689375662
IND,Punjab,2021,11,96821.1618998387
IND,Punjab,2021,12,74378.35996926216
IND,Punjab,2022,1,78195.84209895834
IND,Punjab,2022,2,76817.01673042637
IND,Punjab,2022,3,73423.76592159938
IND,Punjab,2022,4,65259.98901578796
IND,Punjab,2022,5,69811.23544804049
IND,Punjab,2022,6,77936.89628293065
IND,Punjab,2022,7,100889.20013642334
IND,Punjab,2022,8,113766.75238908816
IND,Punjab,2022,9,112636.64665854305
IND,Punjab,2022,10,117441.67803447672
IND,Punjab,2022,11,105608.68499789084
IND,Punjab,2022,12,77050.71577053706
IND,Punjab,2023,1,79875.94912210238
IND,Punjab,2023,2,77547.18303923048
IND,Punjab,2023,3,74730.24125653938
IND,Punjab,2023,4,66720.23814387292
IND,Punjab,2023,5,71412.34603733722
IND,Punjab,2023,6,79285.24489966774
IND,Punjab,2023,7,102101.71893798184
IND,Punjab,2023,8,114866.1382547199
IND,Punjab,2023,9,113714.55454327309
IND,Punjab,2023,10,119139.3864602853
IND,Punjab,2023,11,108031.33621844547
IND,Punjab,2023,12,78212.28840635745
IND,Punjab,2024,1,81837.97471719523
IND,Punjab,2024,2,79610.15950453981
IND,Punjab,2024,3,76187.92696768127
IND,Punjab,2024,4,67287.96019177871
IND,Punjab,2024,5,72130.5908063326
IND,Punjab,2024,6,80038.9143886343
IND,Punjab,2024,7,103167.80900278382
IND,Punjab,2024,8,116089.33111059511
IND,Punjab,2024,9,114927.13502628784
IND,Punjab,2024,10,120605.33186589596
IND,Punjab,2024,11,109422.90403608236
IND,Punjab,2024,12,79240.5141925108
IND,Punjab,2025,1,80894.65116134814
IND,Punjab,2025,2,79128.42905806784
IND,Punjab,2025,3,76266.23670666125
IND,Punjab,2025,4,67541.5030487873
IND,Punjab,2025,5,72632.62922045143
IND,Punjab,2025,6,80305.3145744994
IND,Punjab,2025,7,103420.8301047446
IND,Punjab,2025,8,116335.12422766937
IND,Punjab,2025,9,115187.31925245268
IND,Punjab,2025,10,121746.16913627573
IND,Punjab,2025,11,111519.74951353928
IND,Punjab,2025,12,79169.97203390194
IND,Punjab,2026,1,81570.873951599
IND,Punjab,2026,2,79073.66289862088
IND,Punjab,2026,3,76144.38206383704
IND,Punjab,2026,4,67606.3311358084
IND,Punjab,2026,5,72634.95240199279
ITA,Emilia-Romagna,2021,1,7962.349161467961
ITA,Emilia-Romagna,2021,2,7733.219040786475
ITA,Emilia-Romagna,2021,3,7815.13314749877
ITA,Emilia-Romagna,2021,4,8897.19556723244
ITA,Emilia-Romagna,2021,5,9347.990582287932
ITA,Emilia-Romagna,2021,6,9375.869296553416
ITA,Emilia-Romagna,2021,7,9875.109396282072
ITA,Emilia-Romagna,2021,8,9829.64869712472
ITA,Emilia-Romagna,2021,9,9064.89044066641
ITA,Emilia-Romagna,2021,10,7813.939727021329
ITA,Emilia-Romagna,2021,11,7939.056653019728
ITA,Emilia-Romagna,2021,12,8098.445321510775
ITA,Emilia-Romagna,2022,1,7776.971638903497
ITA,Emilia-Romagna,2022,2,7557.499041783287
ITA,Emilia-Romagna,2022,3,7644.896268491537
ITA,Emilia-Romagna,2022,4,8205.31815925909
ITA,Emilia-Romagna,2022,5,8125.148655994738
ITA,Emilia-Romagna,2022,6,8071.118113633191
ITA,Emilia-Romagna,2022,7,8563.644355581058
ITA,Emilia-Romagna,2022,8,8553.010688675844
ITA,Emilia-Romagna,2022,9,8514.251234860783
ITA,Emilia-Romagna,2022,10,7540.477149206177
ITA,Emilia-Romagna,2022,11,7733.864870275107
ITA,Emilia-Romagna,2022,12,7834.65581842923
ITA,Emilia-Romagna,2023,1,7562.523635963844
ITA,Emilia-Romagna,2023,2,7456.733428126867
ITA,Emilia-Romagna,2023,3,7408.283375486286
ITA,Emilia-Romagna,2023,4,8092.839103944585
ITA,Emilia-Romagna,2023,5,8079.930303668813
ITA,Emilia-Romagna,2023,6,7996.600890831662
ITA,Emilia-Romagna,2023,7,8486.84776245278
ITA,Emilia-Romagna,2023,8,8480.25582888127
ITA,Emilia-Romagna,2023,9,8364.671961985328
ITA,Emilia-Romagna,2023,10,7369.255837819446
ITA,Emilia-Romagna,2023,11,7606.729260704991
ITA,Emilia-Romagna,2023,12,7715.526733956214
ITA,Emilia-Romagna,2024,1,7731.588644589968
ITA,Emilia-Romagna,2024,2,7523.387633388038
ITA,Emilia-Romagna,2024,3,7520.46762364954
ITA,Emilia-Romagna,2024,4,8123.225174555104
ITA,Emilia-Romagna,2024,5,8081.752802185912
ITA,Emilia-Romagna,2024,6,8016.540021132043
ITA,Emilia-Romagna,2024,7,8496.886471906424
ITA,Emilia-Romagna,2024,8,8488.21116550607
ITA,Emilia-Romagna,2024,9,8457.528357286168
ITA,Emilia-Romagna,2024,10,7489.569793253966
ITA,Emilia-Romagna,2024,11,7724.739098779122
ITA,Emilia-Romagna,2024,12,7852.607787159228
ITA,Emilia-Romagna,2025,1,7682.936690840646
ITA,Emilia-Romagna,2025,2,7546.840066519279
ITA,Emilia-Romagna,2025,3,7547.402237821992
ITA,Emilia-Romagna,2025,4,8094.066031373137
ITA,Emilia-Romagna,2025,5,8078.004657202068
ITA,Emilia-Romagna,2025,6,7998.500002592504
ITA,Emilia-Romagna,2025,7,8494.783043774656
ITA,Emilia-Romagna,2025,8,8496.182122131095
ITA,Emilia-Romagna,2025,9,8468.946354132002
ITA,Emilia-Romagna,2025,10,7572.29142283872
ITA,Emilia-Romagna,2025,11,7716.031935295092
ITA,Emilia-Romagna,2025,12,7795.388995198306
ITA,Emilia-Romagna,2026,1,7734.361682978784
ITA,Emilia-Romagna,2026,2,7486.295279269187
ITA,Emilia-Romagna,2026,3,7547.335377103222
ITA,Emilia-Romagna,2026,4,8069.191579173389
ITA,Emilia-Romagna,2026,5,8072.340960353766
ITA,Lombardia,2021,1,14570.003452045894
ITA,Lombardia,2021,2,14015.657658251675
ITA,Lombardia,2021,3,14154.287615408755
ITA,Lombardia,2021,4,18440.92969422625
ITA,Lombardia,2021,5,21216.05878648888
ITA,Lombardia,2021,6,21572.70200429306
ITA,Lombardia,2021,7,23104.56442264539
ITA,Lombardia,2021,8,22891.6000680822
ITA,Lombardia,2021,9,18895.44627652496
ITA,Lombardia,2021,10,14297.181774428607
ITA,Lombardia,2021,11,14526.431877898174
ITA,Lombardia,2021,12,14953.903478815566
ITA,Lombardia,2022,1,14086.836239037611
ITA,Lombardia,2022,2,13615.045583232995
ITA,Lombardia,2022,3,13762.191053026196
ITA,Lombardia,2022,4,17510.965994763043
ITA,Lombardia,2022,5,19723.229774496496
ITA,Lombardia,2022,6,20106.19244076295
ITA,Lombardia,2022,7,21619.116562699503
ITA,Lombardia,2022,8,21437.49832707049
ITA,Lombardia,2022,9,18177.816406897087
ITA,Lombardia,2022,10,13630.792918497118
ITA,Lombardia,2022,11,14041.122438256538
ITA,Lombardia,2022,12,14409.859603250636
ITA,Lombardia,2023,1,13755.193626250686
ITA,Lombardia,2023,2,13436.866210050452
ITA,Lombardia,2023,3,13387.202071056823
ITA,Lombardia,2023,4,17323.38232662149
ITA,Lombardia,2023,5,19632.392128900097
ITA,Lombardia,2023,6,19958.55602285744
ITA,Lombardia,2023,7,21476.373950103523
ITA,Lombardia,2023,8,21302.6956708835
ITA,Lombardia,2023,9,17916.132249207265
ITA,Lombardia,2023,10,13431.956949894578
ITA,Lombardia,2023,11,13915.663963817948
ITA,Lombardia,2023,12,14197.606812974936
ITA,Lombardia,2024,1,14018.444519597064
ITA,Lombardia,2024,2,13534.34948686896
ITA,Lombardia,2024,3,13562.09450832262
ITA,Lombardia,2024,4,17431.289813458447
ITA,Lombardia,2024,5,19695.28696955821
ITA,Lombardia,2024,6,20003.759357623905
ITA,Lombardia,2024,7,21395.447258949724
ITA,Lombardia,2024,8,21216.530823614983
ITA,Lombardia,2024,9,18046.775153378105
ITA,Lombardia,2024,10,13623.354415278203
ITA,Lombardia,2024,11,14059.26842607186
ITA,Lombardia,2024,12,14379.561701024577
ITA,Lombardia,2025,1,13972.995269683115
ITA,Lombardia,2025,2,13598.946915094795
ITA,Lombardia,2025,3,13588.66444167204
ITA,Lombardia,2025,4,17341.67362587709
ITA,Lombardia,2025,5,19653.058888547548
ITA,Lombardia,2025,6,19948.64466931249
ITA,Lombardia,2025,7,21393.59327208627
ITA,Lombardia,2025,8,21216.955995493336
ITA,Lombardia,2025,9,18023.93275401295
ITA,Lombardia,2025,10,13719.571962974627
ITA,Lombardia,2025,11,14039.45890570616
ITA,Lombardia,2025,12,14230.61894687363
ITA,Lombardia,2026,1,14070.35005897897
ITA,Lombardia,2026,2,13485.19898760476
ITA,Lombardia,2026,3,13553.92201200802
ITA,Lombardia,2026,4,17256.670178407345
ITA,Lombardia,2026,5,19657.324551140104
KOR,Chungcheongnam-do,2021,1,4668.5372748864775
KOR,Chungcheongnam-do,2021,2,4650.104624066767
KOR,Chungcheongnam-do,2021,3,4746.945312956869
KOR,Chungcheongnam-do,2021,4,5461.8505870683175
KOR,Chungcheongnam-do,2021,5,13097.03141695882
KOR,Chungcheongnam-do,2021,6,15258.33924443131
KOR,Chungcheongnam-do,2021,7,15325.180101466189
KOR,Chungcheongnam-do,2021,8,14973.207745309224
KOR,Chungcheongnam-do,2021,9,10617.356455607747
KOR,Chungcheongnam-do,2021,10,4674.246073055569
KOR,Chungcheongnam-do,2021,11,4711.027605062228
KOR,Chungcheongnam-do,2021,12,4751.364016674144
KOR,Chungcheongnam-do,2022,1,4926.734043750433
KOR,Chungcheongnam-do,2022,2,4920.02327970695
KOR,Chungcheongnam-do,2022,3,4929.595348360043
KOR,Chungcheongnam-do,2022,4,5779.361729913049
KOR,Chungcheongnam-do,2022,5,14277.253380871363
KOR,Chungcheongnam-do,2022,6,16781.1237239764
KOR,Chungcheongnam-do,2022,7,16813.23356374282
KOR,Chungcheongnam-do,2022,8,16423.027903072216
KOR,Chungcheongnam-do,2022,9,11529.548377277071
KOR,Chungcheongnam-do,2022,10,4893.450786257264
KOR,Chungcheongnam-do,2022,11,4872.336205991198
KOR,Chungcheongnam-do,2022,12,4914.623665367191
KOR,Chungcheongnam-do,2023,1,4810.752893103805
KOR,Chungcheongnam-do,2023,2,4768.894223753993
KOR,Chungcheongnam-do,2023,3,4845.314516966264
KOR,Chungcheongnam-do,2023,4,5719.730257782439
KOR,Chungcheongnam-do,2023,5,14217.077775860973
KOR,Chungcheongnam-do,2023,6,16732.30718385196
KOR,Chungcheongnam-do,2023,7,16746.245577824255
KOR,Chungcheongnam-do,2023,8,16357.019226467954
KOR,Chungcheongnam-do,2023,9,11434.39003542762
KOR,Chungcheongnam-do,2023,10,4770.50300400223
KOR,Chungcheongnam-do,2023,11,4857.985027922114
KOR,Chungcheongnam-do,2023,12,4853.723509090794
KOR,Chungcheongnam-do,2024,1,4977.725905470375
KOR,Chungcheongnam-do,2024,2,4977.587743015371
KOR,Chungcheongnam-do,2024,3,5055.677234818257
KOR,Chungcheongnam-do,2024,4,5927.588708374513
KOR,Chungcheongnam-do,2024,5,14369.212602994718
KOR,Chungcheongnam-do,2024,6,16690.868579098176
KOR,Chungcheongnam-do,2024,7,16766.429309779785
KOR,Chungcheongnam-do,2024,8,16349.63560712254
KOR,Chungcheongnam-do,2024,9,11524.836668501768
KOR,Chungcheongnam-do,2024,10,5038.210491931043
KOR,Chungcheongnam-do,2024,11,4961.328268798687
KOR,Chungcheongnam-do,2024,12,5042.664390762124
KOR,Chungcheongnam-do,2025,1,5006.423696013556
KOR,Chungcheongnam-do,2025,2,5000.872190306455
KOR,Chungcheongnam-do,2025,3,5033.644332460248
KOR,Chungcheongnam-do,2025,4,5799.147907462021
KOR,Chungcheongnam-do,2025,5,14175.501508036226
KOR,Chungcheongnam-do,2025,6,16638.80439606437
KOR,Chungcheongnam-do,2025,7,16711.326408835816
KOR,Chungcheongnam-do,2025,8,16327.86975764396
KOR,Chungcheongnam-do,2025,9,11523.23766616318
KOR,Chungcheongnam-do,2025,10,4973.886325536702
KOR,Chungcheongnam-do,2025,11,4995.928107748967
KOR,Chungcheongnam-do,2025,12,4993.764891634454
KOR,Chungcheongnam-do,2026,1,5023.770093240545
KOR,Chungcheongnam-do,2026,2,4947.712593439737
KOR,Chungcheongnam-do,2026,3,5015.771686175858
KOR,Chungcheongnam-do,2026,4,5869.841620050547
KOR,Chungcheongnam-do,2026,5,14244.832046029283
KOR,Gyeonggi-do,2021,1,7790.734982064306
KOR,Gyeonggi-do,2021,2,7552.702766166757
KOR,Gyeonggi-do,2021,3,7638.865437035627
KOR,Gyeonggi-do,2021,4,8148.331614965307
KOR,Gyeonggi-do,2021,5,13542.177818181712
KOR,Gyeonggi-do,2021,6,15038.207913887803
KOR,Gyeonggi-do,2021,7,15126.176039919028
KOR,Gyeonggi-do,2021,8,14841.144915561998
KOR,Gyeonggi-do,2021,9,11783.900982213789
KOR,Gyeonggi-do,2021,10,7697.233780271083
KOR,Gyeonggi-do,2021,11,7760.632178191119
KOR,Gyeonggi-do,2021,12,7890.458858354701
KOR,Gyeonggi-do,2022,1,7960.575418051356
KOR,Gyeonggi-do,2022,2,7661.315687553668
KOR,Gyeonggi-do,2022,3,7866.527807799459
KOR,Gyeonggi-do,2022,4,8170.656981830227
KOR,Gyeonggi-do,2022,5,12676.383026826988
KOR,Gyeonggi-do,2022,6,13871.023541899578
KOR,Gyeonggi-do,2022,7,14025.543743405702
KOR,Gyeonggi-do,2022,8,13833.309167297695
KOR,Gyeonggi-do,2022,9,11259.462509451443
KOR,Gyeonggi-do,2022,10,7887.086313056232
KOR,Gyeonggi-do,2022,11,7770.600753782526
KOR,Gyeonggi-do,2022,12,8037.611187265507
KOR,Gyeonggi-do,2023,1,7976.251579610521
KOR,Gyeonggi-do,2023,2,7721.398937505764
KOR,Gyeonggi-do,2023,3,7893.08208044935
KOR,Gyeonggi-do,2023,4,8298.551056097695
KOR,Gyeonggi-do,2023,5,12943.040663778267
KOR,Gyeonggi-do,2023,6,14335.878146431864
KOR,Gyeonggi-do,2023,7,14443.642654205658
KOR,Gyeonggi-do,2023,8,14243.18047839373
KOR,Gyeonggi-do,2023,9,11432.27963758384
KOR,Gyeonggi-do,2023,10,7768.733454742287
KOR,Gyeonggi-do,2023,11,7867.470865813015
KOR,Gyeonggi-do,2023,12,7923.775659487281
KOR,Gyeonggi-do,2024,1,8354.27751892921
KOR,Gyeonggi-do,2024,2,8051.114333821777
KOR,Gyeonggi-do,2024,3,8300.923051369053
KOR,Gyeonggi-do,2024,4,8556.382904688679
KOR,Gyeonggi-do,2024,5,13322.408713838731
KOR,Gyeonggi-do,2024,6,14651.28729814762
KOR,Gyeonggi-do,2024,7,14661.127828881188
